"행정구역","2026년05월_계_총인구수","2026년05월_계_연령구간인구수","2026년05월_계_0~9세","2026년05월_계_10~19세","2026년05월_계_20~29세","2026년05월_계_30~39세","2026년05월_계_40~49세","2026년05월_계_50~59세","2026년05월_계_60~69세","2026년05월_계_70~79세","2026년05월_계_80~89세","2026년05월_계_90~99세","2026년05월_계_100세 이상","2026년05월_남_총인구수","2026년05월_남_연령구간인구수","2026년05월_남_0~9세","2026년05월_남_10~19세","2026년05월_남_20~29세","2026년05월_남_30~39세","2026년05월_남_40~49세","2026년05월_남_50~59세","2026년05월_남_60~69세","2026년05월_남_70~79세","2026년05월_남_80~89세","2026년05월_남_90~99세","2026년05월_남_100세 이상","2026년05월_여_총인구수","2026년05월_여_연령구간인구수","2026년05월_여_0~9세","2026년05월_여_10~19세","2026년05월_여_20~29세","2026년05월_여_30~39세","2026년05월_여_40~49세","2026년05월_여_50~59세","2026년05월_여_60~69세","2026년05월_여_70~79세","2026년05월_여_80~89세","2026년05월_여_90~99세","2026년05월_여_100세 이상"
"충청남도 아산시 (4420000000)","363,223","363,223","28,437","41,115","37,544","52,759","64,688","56,912","43,990","23,928","11,477","2,338","35","189,435","189,435","14,540","21,204","20,951","28,349","34,898","30,588","22,897","11,166","4,275","560","7","173,788","173,788","13,897","19,911","16,593","24,410","29,790","26,324","21,093","12,762","7,202","1,778","28"
"충청남도 서산시 (4421000000)","171,306","171,306","10,111","16,583","15,059","19,300","24,679","29,792","27,674","16,888","8,914","2,258","48","89,694","89,694","5,188","8,653","9,081","11,213","13,211","15,943","14,226","8,210","3,403","560","6","81,612","81,612","4,923","7,930","5,978","8,087","11,468","13,849","13,448","8,678","5,511","1,698","42"
"충청남도 논산시 (4423000000)","106,094","106,094","4,544","8,157","8,224","8,969","11,877","17,824","21,360","15,007","8,193","1,899","40","53,299","53,299","2,359","4,243","4,617","4,944","6,213","9,537","10,916","7,133","2,893","437","7","52,795","52,795","2,185","3,914","3,607","4,025","5,664","8,287","10,444","7,874","5,300","1,462","33"
"충청남도 계룡시 (4425000000)","45,972","45,972","3,251","6,009","4,357","5,287","7,739","8,356","6,188","3,230","1,265","285","5","22,851","22,851","1,646","3,118","2,449","2,745","3,757","4,100","2,961","1,561","449","63","2","23,121","23,121","1,605","2,891","1,908","2,542","3,982","4,256","3,227","1,669","816","222","3"
"충청남도 당진시 (4427000000)","172,285","172,285","11,073","16,948","13,734","20,424","27,361","29,013","27,022","16,164","8,591","1,919","36","92,678","92,678","5,654","8,812","8,153","11,902","15,421","16,468","14,596","7,877","3,274","516","5","79,607","79,607","5,419","8,136","5,581","8,522","11,940","12,545","12,426","8,287","5,317","1,403","31"
"충청남도 금산군 (4471000000)","48,975","48,975","1,492","3,908","3,092","2,941","4,807","8,383","11,202","7,838","4,403","892","17","24,958","24,958","740","2,088","1,806","1,577","2,522","4,653","5,935","3,854","1,542","239","2","24,017","24,017","752","1,820","1,286","1,364","2,285","3,730","5,267","3,984","2,861","653","15"
"충청남도 부여군 (4476000000)","57,822","57,822","1,520","3,742","3,480","3,357","5,307","9,021","13,225","10,448","6,173","1,513","36","28,836","28,836","795","2,011","1,966","1,827","2,896","4,924","6,757","4,984","2,283","386","7","28,986","28,986","725","1,731","1,514","1,530","2,411","4,097","6,468","5,464","3,890","1,127","29"
"충청남도 서천군 (4477000000)","46,844","46,844","1,347","2,764","2,705","2,727","4,195","7,393","10,415","8,834","5,185","1,260","19","23,327","23,327","680","1,425","1,553","1,536","2,310","4,055","5,396","4,169","1,891","310","2","23,517","23,517","667","1,339","1,152","1,191","1,885","3,338","5,019","4,665","3,294","950","17"
"충청남도 청양군 (4479000000)","30,081","30,081","811","1,914","2,199","1,738","2,533","4,679","7,107","5,177","3,117","798","8","15,477","15,477","408","1,019","1,318","981","1,441","2,660","3,719","2,592","1,117","219","3","14,604","14,604","403","895","881","757","1,092","2,019","3,388","2,585","2,000","579","5"
"충청남도 홍성군 (4480000000)","101,443","101,443","6,013","9,463","8,242","10,660","13,274","16,321","17,213","12,058","6,585","1,588","26","50,851","50,851","3,092","4,864","4,540","5,757","6,761","8,683","8,663","5,728","2,345","414","4","50,592","50,592","2,921","4,599","3,702","4,903","6,513","7,638","8,550","6,330","4,240","1,174","22"
"충청남도 예산군 (4481000000)","78,337","78,337","3,162","5,429","5,308","6,497","8,300","12,740","16,390","12,188","6,779","1,506","38","39,392","39,392","1,604","2,852","2,998","3,489","4,456","6,943","8,320","5,857","2,491","377","5","38,945","38,945","1,558","2,577","2,310","3,008","3,844","5,797","8,070","6,331","4,288","1,129","33"
"충청남도 태안군 (4482500000)","59,083","59,083","1,847","3,631","3,745","3,874","6,073","9,759","13,518","10,089","5,340","1,184","23","29,975","29,975","943","1,856","2,194","2,241","3,344","5,333","6,836","4,898","2,066","260","4","29,108","29,108","904","1,775","1,551","1,633","2,729","4,426","6,682","5,191","3,274","924","19"
"전북특별자치도  (5200000000)","1,719,420","1,719,420","85,420","158,318","168,475","172,871","223,238","296,833","294,070","195,478","102,927","21,326","464","857,074","857,074","43,587","81,704","91,507","91,192","114,019","153,784","148,236","91,094","36,902","4,993","56","862,346","862,346","41,833","76,614","76,968","81,679","109,219","143,049","145,834","104,384","66,025","16,333","408"
"전북특별자치도 전주시 (5211000000)","621,760","621,760","35,623","65,832","75,182","74,444","90,609","107,334","89,218","54,264","24,659","4,509","86","304,991","304,991","18,197","33,679","39,593","38,746","44,615","52,772","42,399","24,341","9,449","1,188","12","316,769","316,769","17,426","32,153","35,589","35,698","45,994","54,562","46,819","29,923","15,210","3,321","74"
"전북특별자치도 전주시 완산구 (5211100000)","314,034","314,034","15,511","30,930","38,045","36,491","42,988","55,780","48,708","29,850","13,138","2,541","52","152,128","152,128","7,966","15,854","19,817","19,007","20,955","26,732","22,781","13,430","4,945","634","7","161,906","161,906","7,545","15,076","18,228","17,484","22,033","29,048","25,927","16,420","8,193","1,907","45"
"전북특별자치도 전주시 덕진구 (5211300000)","307,726","307,726","20,112","34,902","37,137","37,953","47,621","51,554","40,510","24,414","11,521","1,968","34","152,863","152,863","10,231","17,825","19,776","19,739","23,660","26,040","19,618","10,911","4,504","554","5","154,863","154,863","9,881","17,077","17,361","18,214","23,961","25,514","20,892","13,503","7,017","1,414","29"
"전북특별자치도 군산시 (5213000000)","255,649","255,649","13,508","24,986","23,558","25,862","37,430","45,567","42,199","27,765","12,440","2,283","51","129,807","129,807","6,805","12,885","13,228","13,913","19,527","23,993","21,233","13,021","4,652","545","5","125,842","125,842","6,703","12,101","10,330","11,949","17,903","21,574","20,966","14,744","7,788","1,738","46"
"전북특별자치도 익산시 (5214000000)","266,818","266,818","12,583","24,515","28,209","27,355","33,847","47,248","46,485","29,430","14,229","2,862","55","132,695","132,695","6,371","12,516","15,338","14,645","17,299","23,893","23,156","13,725","5,095","651","6","134,123","134,123","6,212","11,999","12,871","12,710","16,548","23,355","23,329","15,705","9,134","2,211","49"
"전북특별자치도 정읍시 (5218000000)","100,683","100,683","4,100","8,009","7,958","7,960","11,280","17,726","19,406","13,749","8,493","1,968","34","50,355","50,355","2,124","4,201","4,472","4,305","5,843","9,507","10,190","6,307","2,967","435","4","50,328","50,328","1,976","3,808","3,486","3,655","5,437","8,219","9,216","7,442","5,526","1,533","30"
"전북특별자치도 남원시 (5219000000)","73,937","73,937","3,099","5,920","5,349","5,429","7,947","13,195","14,332","10,695","6,424","1,505","42","36,368","36,368","1,586","3,160","2,964","2,850","3,999","6,931","7,392","5,015","2,152","312","7","37,569","37,569","1,513","2,760","2,385","2,579","3,948","6,264","6,940","5,680","4,272","1,193","35"
"전북특별자치도 김제시 (5221000000)","81,665","81,665","3,479","5,587","6,157","6,938","8,560","13,166","16,494","12,120","7,305","1,820","39","40,973","40,973","1,775","2,891","3,448","3,654","4,700","7,354","8,604","5,692","2,454","393","8","40,692","40,692","1,704","2,696","2,709","3,284","3,860","5,812","7,890","6,428","4,851","1,427","31"
"전북특별자치도 완주군 (5271000000)","100,033","100,033","5,617","8,609","8,445","11,290","13,002","16,834","17,710","11,375","5,837","1,281","33","51,423","51,423","2,889","4,456","4,701","5,894","6,814","9,152","9,401","5,726","2,087","301","2","48,610","48,610","2,728","4,153","3,744","5,396","6,188","7,682","8,309","5,649","3,750","980","31"
"전북특별자치도 진안군 (5272000000)","24,414","24,414","823","1,464","1,516","1,368","2,057","4,014","5,843","4,144","2,592","572","21","12,488","12,488","428","737","858","675","1,107","2,274","3,252","2,068","950","137","2","11,926","11,926","395","727","658","693","950","1,740","2,591","2,076","1,642","435","19"
"전북특별자치도 무주군 (5273000000)","23,202","23,202","688","1,653","1,482","1,507","2,226","3,901","5,167","3,608","2,429","526","15","11,692","11,692","347","856","820","816","1,199","2,198","2,779","1,710","837","129","1","11,510","11,510","341","797","662","691","1,027","1,703","2,388","1,898","1,592","397","14"
"전북특별자치도 장수군 (5274000000)","21,144","21,144","670","1,444","1,346","1,274","1,986","3,452","4,754","3,570","2,131","507","10","10,674","10,674","342","751","744","662","1,130","1,911","2,553","1,760","691","127","3","10,470","10,470","328","693","602","612","856","1,541","2,201","1,810","1,440","380","7"
"전북특별자치도 임실군 (5275000000)","25,347","25,347","960","1,344","1,429","1,632","2,172","3,911","5,780","4,420","2,986","695","18","13,133","13,133","496","727","833","884","1,273","2,244","3,264","2,197","1,036","177","2","12,214","12,214","464","617","596","748","899","1,667","2,516","2,223","1,950","518","16"
"전북특별자치도 순창군 (5277000000)","27,611","27,611","1,047","1,981","1,981","1,704","2,735","4,656","5,803","4,134","2,939","616","15","13,709","13,709","534","1,033","1,095","848","1,420","2,640","3,132","1,928","928","150","1","13,902","13,902","513","948","886","856","1,315","2,016","2,671","2,206","2,011","466","14"
"전북특별자치도 고창군 (5279000000)","50,148","50,148","1,673","3,888","2,957","3,143","4,695","8,051","10,616","8,282","5,623","1,187","33","25,193","25,193","866","2,197","1,715","1,665","2,571","4,568","5,530","3,909","1,929","240","3","24,955","24,955","807","1,691","1,242","1,478","2,124","3,483","5,086","4,373","3,694","947","30"
"전북특별자치도 부안군 (5280000000)","47,009","47,009","1,550","3,086","2,906","2,965","4,692","7,778","10,263","7,922","4,840","995","12","23,573","23,573","827","1,615","1,698","1,635","2,522","4,347","5,351","3,695","1,675","208","0","23,436","23,436","723","1,471","1,208","1,330","2,170","3,431","4,912","4,227","3,165","787","12"
"전라남도  (4600000000)","1,774,082","1,774,082","93,513","154,162","154,633","170,717","224,471","300,472","321,728","208,689","121,502","23,619","576","896,678","896,678","47,773","79,359","86,189","90,919","118,504","161,394","167,316","98,731","41,467","4,951","75","877,404","877,404","45,740","74,803","68,444","79,798","105,967","139,078","154,412","109,958","80,035","18,668","501"
"전라남도 목포시 (4611000000)","199,813","199,813","9,687","21,031","20,367","19,214","30,148","35,962","32,138","20,293","9,595","1,344","34","99,356","99,356","4,930","10,856","11,099","10,127","15,451","18,643","15,360","9,047","3,535","305","3","100,457","100,457","4,757","10,175","9,268","9,087","14,697","17,319","16,778","11,246","6,060","1,039","31"
"전라남도 여수시 (4613000000)","260,913","260,913","14,023","23,572","24,495","27,057","35,305","45,250","45,849","29,836","13,298","2,168","60","132,567","132,567","7,198","12,015","13,781","14,855","18,541","23,751","22,964","14,066","4,927","463","6","128,346","128,346","6,825","11,557","10,714","12,202","16,764","21,499","22,885","15,770","8,371","1,705","54"
"전라남도 순천시 (4615000000)","274,685","274,685","17,690","27,772","29,267","32,685","38,200","47,602","43,986","23,420","11,505","2,507","51","137,116","137,116","9,119","14,289","15,974","17,121","19,103","23,642","22,074","11,196","4,050","540","8","137,569","137,569","8,571","13,483","13,293","15,564","19,097","23,960","21,912","12,224","7,455","1,967","43"
"전라남도 나주시 (4617000000)","116,791","116,791","8,345","10,493","9,790","14,587","16,346","17,293","18,935","12,183","7,377","1,404","38","59,135","59,135","4,295","5,414","5,197","7,405","8,646","9,559","10,009","5,774","2,518","308","10","57,656","57,656","4,050","5,079","4,593","7,182","7,700","7,734","8,926","6,409","4,859","1,096","28"
"전라남도 광양시 (4623000000)","155,909","155,909","10,729","15,883","15,619","20,279","22,376","29,487","24,349","11,084","4,963","1,119","21","81,821","81,821","5,474","8,132","9,040","11,272","11,921","15,380","13,191","5,473","1,695","242","1","74,088","74,088","5,255","7,751","6,579","9,007","10,455","14,107","11,158","5,611","3,268","877","20"
"전라남도 담양군 (4671000000)","44,112","44,112","1,621","2,794","3,065","3,175","4,303","7,444","9,933","6,641","4,289","822","25","22,306","22,306","828","1,480","1,773","1,650","2,302","4,064","5,337","3,230","1,473","167","2","21,806","21,806","793","1,314","1,292","1,525","2,001","3,380","4,596","3,411","2,816","655","23"
"전라남도 곡성군 (4672000000)","27,643","27,643","759","1,603","1,810","1,814","2,376","4,658","6,378","4,338","3,073","804","30","13,790","13,790","368","866","1,024","937","1,280","2,569","3,470","2,103","994","174","5","13,853","13,853","391","737","786","877","1,096","2,089","2,908","2,235","2,079","630","25"
"전라남도 구례군 (4673000000)","23,995","23,995","698","1,519","1,495","1,261","2,173","4,107","5,555","3,848","2,763","564","12","11,736","11,736","344","787","814","655","1,113","2,241","2,963","1,793","899","125","2","12,259","12,259","354","732","681","606","1,060","1,866","2,592","2,055","1,864","439","10"
"전라남도 고흥군 (4677000000)","59,047","59,047","1,748","3,056","2,917","3,051","4,890","8,876","13,485","11,472","7,714","1,787","51","29,324","29,324","867","1,626","1,718","1,671","2,760","5,200","7,149","5,404","2,540","384","5","29,723","29,723","881","1,430","1,199","1,380","2,130","3,676","6,336","6,068","5,174","1,403","46"
"전라남도 보성군 (4678000000)","36,691","36,691","1,088","2,110","2,120","1,945","3,117","5,679","8,229","6,618","4,685","1,080","20","18,057","18,057","554","1,085","1,165","1,080","1,701","3,234","4,370","3,112","1,540","213","3","18,634","18,634","534","1,025","955","865","1,416","2,445","3,859","3,506","3,145","867","17"
"전라남도 화순군 (4679000000)","60,008","60,008","2,427","4,599","5,379","4,829","6,217","10,707","12,054","7,589","5,178","1,004","25","29,720","29,720","1,264","2,380","2,813","2,486","3,154","5,661","6,478","3,630","1,633","219","2","30,288","30,288","1,163","2,219","2,566","2,343","3,063","5,046","5,576","3,959","3,545","785","23"
"전라남도 장흥군 (4680000000)","34,006","34,006","1,235","2,251","2,205","2,217","3,267","5,440","7,270","5,431","3,785","892","13","16,801","16,801","622","1,170","1,244","1,238","1,784","3,027","3,765","2,536","1,242","170","3","17,205","17,205","613","1,081","961","979","1,483","2,413","3,505","2,895","2,543","722","10"
"전라남도 강진군 (4681000000)","31,746","31,746","1,376","2,062","2,067","2,164","2,944","4,852","6,898","5,042","3,595","727","19","15,613","15,613","668","1,077","1,176","1,156","1,582","2,678","3,584","2,368","1,192","130","2","16,133","16,133","708","985","891","1,008","1,362","2,174","3,314","2,674","2,403","597","17"
"전라남도 해남군 (4682000000)","62,086","62,086","2,408","4,256","4,118","3,962","6,231","10,201","13,482","9,827","6,417","1,158","26","31,267","31,267","1,262","2,167","2,340","2,195","3,393","5,758","7,168","4,579","2,184","219","2","30,819","30,819","1,146","2,089","1,778","1,767","2,838","4,443","6,314","5,248","4,233","939","24"
"전라남도 영암군 (4683000000)","50,069","50,069","1,955","3,763","3,901","3,717","6,139","9,096","9,989","6,408","4,198","880","23","26,434","26,434","988","1,938","2,375","2,072","3,621","5,305","5,547","3,040","1,358","184","6","23,635","23,635","967","1,825","1,526","1,645","2,518","3,791","4,442","3,368","2,840","696","17"
"전라남도 무안군 (4684000000)","95,807","95,807","7,235","11,021","9,193","11,380","15,147","14,313","13,312","8,522","4,808","854","22","48,204","48,204","3,698","5,575","4,985","5,693","7,750","7,715","6,954","4,036","1,629","168","1","47,603","47,603","3,537","5,446","4,208","5,687","7,397","6,598","6,358","4,486","3,179","686","21"
"전라남도 함평군 (4686000000)","29,490","29,490","904","1,689","1,774","1,818","2,604","4,845","6,635","4,919","3,568","716","18","15,079","15,079","469","883","1,023","999","1,504","2,879","3,698","2,346","1,126","152","0","14,411","14,411","435","806","751","819","1,100","1,966","2,937","2,573","2,442","564","18"
"전라남도 영광군 (4687000000)","53,933","53,933","3,338","3,924","4,454","5,116","5,998","8,637","9,865","7,210","4,563","808","20","27,022","27,022","1,660","2,011","2,457","2,586","3,290","4,869","5,191","3,307","1,485","164","2","26,911","26,911","1,678","1,913","1,997","2,530","2,708","3,768","4,674","3,903","3,078","644","18"
"전라남도 장성군 (4688000000)","43,009","43,009","1,881","3,009","3,287","3,446","4,524","7,234","8,758","6,127","3,931","796","16","22,094","22,094","950","1,546","1,938","1,796","2,455","4,089","4,809","2,969","1,358","180","4","20,915","20,915","931","1,463","1,349","1,650","2,069","3,145","3,949","3,158","2,573","616","12"
"전라남도 완도군 (4689000000)","44,238","44,238","1,899","3,143","2,635","2,715","5,051","7,011","9,054","7,074","4,814","824","18","22,502","22,502","983","1,671","1,536","1,502","2,898","4,069","4,671","3,345","1,648","177","2","21,736","21,736","916","1,472","1,099","1,213","2,153","2,942","4,383","3,729","3,166","647","16"
"전라남도 진도군 (4690000000)","27,884","27,884","1,070","1,922","1,840","1,776","2,771","4,466","5,967","4,324","3,150","586","12","14,047","14,047","500","1,001","1,079","941","1,586","2,593","3,172","2,075","980","118","2","13,837","13,837","570","921","761","835","1,185","1,873","2,795","2,249","2,170","468","10"
"전라남도 신안군 (4691000000)","42,207","42,207","1,397","2,690","2,835","2,509","4,344","7,312","9,607","6,483","4,233","775","22","22,687","22,687","732","1,390","1,638","1,482","2,669","4,468","5,392","3,302","1,461","149","4","19,520","19,520","665","1,300","1,197","1,027","1,675","2,844","4,215","3,181","2,772","626","18"
"경상북도  (4700000000)","2,496,706","2,496,706","124,307","214,730","214,190","251,191","328,055","429,821","464,203","295,683","144,799","29,137","590","1,264,457","1,264,457","63,837","112,398","122,723","138,884","171,575","222,735","235,967","139,276","50,528","6,451","83","1,232,249","1,232,249","60,470","102,332","91,467","112,307","156,480","207,086","228,236","156,407","94,271","22,686","507"
"경상북도 포항시 (4711000000)","487,055","487,055","27,596","45,859","42,553","54,387","69,694","83,731","87,301","53,055","19,645","3,171","63","246,709","246,709","14,309","23,958","24,555","30,345","35,698","42,072","42,342","25,442","7,319","658","11","240,346","240,346","13,287","21,901","17,998","24,042","33,996","41,659","44,959","27,613","12,326","2,513","52"
"경상북도 포항시 남구 (4711100000)","213,333","213,333","10,697","20,036","19,271","22,079","30,890","36,980","38,625","24,563","8,838","1,333","21","110,633","110,633","5,538","10,509","11,674","12,719","16,249","19,451","18,972","11,860","3,387","272","2","102,700","102,700","5,159","9,527","7,597","9,360","14,641","17,529","19,653","12,703","5,451","1,061","19"
"경상북도 포항시 북구 (4711300000)","273,722","273,722","16,899","25,823","23,282","32,308","38,804","46,751","48,676","28,492","10,807","1,838","42","136,076","136,076","8,771","13,449","12,881","17,626","19,449","22,621","23,370","13,582","3,932","386","9","137,646","137,646","8,128","12,374","10,401","14,682","19,355","24,130","25,306","14,910","6,875","1,452","33"
"경상북도 경주시 (4713000000)","243,141","243,141","11,202","18,597","19,793","23,085","29,776","44,464","48,043","30,582","14,718","2,829","52","121,795","121,795","5,763","9,638","11,127","12,676","15,610","22,778","24,292","14,202","5,098","600","11","121,346","121,346","5,439","8,959","8,666","10,409","14,166","21,686","23,751","16,380","9,620","2,229","41"
"경상북도 김천시 (4715000000)","132,840","132,840","7,044","11,988","10,146","12,857","16,928","22,076","24,939","16,529","8,432","1,864","37","67,000","67,000","3,662","6,550","5,736","7,042","8,862","11,405","12,735","7,691","2,864","449","4","65,840","65,840","3,382","5,438","4,410","5,815","8,066","10,671","12,204","8,838","5,568","1,415","33"
"경상북도 안동시 (4717000000)","152,246","152,246","7,045","13,197","14,945","14,029","18,111","25,300","27,698","19,320","10,461","2,092","48","75,530","75,530","3,638","6,973","8,071","7,591","9,239","13,158","13,786","8,873","3,710","484","7","76,716","76,716","3,407","6,224","6,874","6,438","8,872","12,142","13,912","10,447","6,751","1,608","41"
"경상북도 구미시 (4719000000)","402,867","402,867","26,597","44,630","42,703","57,256","69,397","71,739","55,810","23,487","9,270","1,934","44","208,482","208,482","13,596","23,316","25,142","31,503","35,907","35,597","28,766","11,139","3,087","425","4","194,385","194,385","13,001","21,314","17,561","25,753","33,490","36,142","27,044","12,348","6,183","1,509","40"
"경상북도 영주시 (4721000000)","96,511","96,511","3,971","8,445","7,583","7,395","10,742","16,379","18,950","14,108","7,390","1,513","35","48,038","48,038","2,038","4,566","4,380","4,116","5,527","8,505","9,403","6,448","2,667","384","4","48,473","48,473","1,933","3,879","3,203","3,279","5,215","7,874","9,547","7,660","4,723","1,129","31"
"경상북도 영천시 (4723000000)","94,331","94,331","3,999","6,014","6,019","7,626","9,868","16,199","20,743","14,876","7,554","1,417","16","48,215","48,215","2,057","3,166","3,568","4,172","5,465","8,773","10,906","7,144","2,647","315","2","46,116","46,116","1,942","2,848","2,451","3,454","4,403","7,426","9,837","7,732","4,907","1,102","14"
"경상북도 상주시 (4725000000)","89,382","89,382","3,314","6,793","5,736","5,890","9,009","14,356","19,726","14,285","8,322","1,906","45","44,211","44,211","1,712","3,668","3,302","3,195","4,804","7,637","10,127","6,636","2,704","421","5","45,171","45,171","1,602","3,125","2,434","2,695","4,205","6,719","9,599","7,649","5,618","1,485","40"
"경상북도 문경시 (4728000000)","64,792","64,792","2,377","4,771","4,279","4,331","6,673","10,576","14,118","10,559","5,860","1,218","30","31,873","31,873","1,225","2,523","2,443","2,348","3,477","5,617","7,154","4,849","2,016","218","3","32,919","32,919","1,152","2,248","1,836","1,983","3,196","4,959","6,964","5,710","3,844","1,000","27"
"경상북도 경산시 (4729000000)","263,639","263,639","13,833","23,338","33,136","30,263","35,944","45,784","42,375","25,510","11,434","1,992","30","132,358","132,358","6,991","11,744","18,224","16,656","18,608","22,904","20,957","11,641","4,181","445","7","131,281","131,281","6,842","11,594","14,912","13,607","17,336","22,880","21,418","13,869","7,253","1,547","23"
"경상북도 의성군 (4773000000)","47,893","47,893","1,254","2,035","1,869","2,587","3,716","6,947","12,289","9,924","5,923","1,329","20","24,080","24,080","661","1,137","1,074","1,497","2,146","4,000","6,499","4,719","2,025","320","2","23,813","23,813","593","898","795","1,090","1,570","2,947","5,790","5,205","3,898","1,009","18"
"경상북도 청송군 (4775000000)","23,280","23,280","694","961","1,117","1,454","1,862","3,657","5,942","4,383","2,668","532","10","11,750","11,750","360","492","639","893","1,059","2,051","3,098","2,125","914","118","1","11,530","11,530","334","469","478","561","803","1,606","2,844","2,258","1,754","414","9"
"경상북도 영양군 (4776000000)","15,969","15,969","407","873","903","946","1,344","2,594","3,928","2,787","1,823","351","13","8,057","8,057","209","468","510","538","767","1,509","2,066","1,315","607","68","0","7,912","7,912","198","405","393","408","577","1,085","1,862","1,472","1,216","283","13"
"경상북도 영덕군 (4777000000)","32,525","32,525","896","1,717","1,523","1,793","2,931","5,191","7,632","6,067","3,964","799","12","15,658","15,658","436","907","869","994","1,535","2,897","3,876","2,728","1,246","169","1","16,867","16,867","460","810","654","799","1,396","2,294","3,756","3,339","2,718","630","11"
"경상북도 청도군 (4782000000)","40,058","40,058","980","1,972","1,637","2,098","3,504","6,198","10,371","8,109","4,184","984","21","20,078","20,078","497","1,011","928","1,173","1,916","3,398","5,536","3,923","1,478","215","3","19,980","19,980","483","961","709","925","1,588","2,800","4,835","4,186","2,706","769","18"
"경상북도 고령군 (4783000000)","29,581","29,581","841","1,612","1,668","1,872","2,823","5,200","7,297","5,010","2,684","562","12","15,305","15,305","433","863","987","1,035","1,563","2,976","3,939","2,469","911","125","4","14,276","14,276","408","749","681","837","1,260","2,224","3,358","2,541","1,773","437","8"
"경상북도 성주군 (4784000000)","40,552","40,552","1,230","1,962","1,856","2,733","3,788","6,724","10,709","7,344","3,437","758","11","21,246","21,246","598","1,021","1,102","1,612","2,224","3,820","5,831","3,631","1,258","148","1","19,306","19,306","632","941","754","1,121","1,564","2,904","4,878","3,713","2,179","610","10"
"경상북도 칠곡군 (4785000000)","103,618","103,618","4,607","10,175","8,188","9,514","17,013","21,095","17,745","9,472","4,772","1,012","25","54,622","54,622","2,340","5,342","4,959","5,338","9,228","11,424","9,596","4,579","1,581","229","6","48,996","48,996","2,267","4,833","3,229","4,176","7,785","9,671","8,149","4,893","3,191","783","19"
"경상북도 예천군 (4790000000)","53,467","53,467","3,443","4,690","3,108","4,902","6,646","7,373","9,765","7,694","4,686","1,142","18","26,496","26,496","1,726","2,420","1,776","2,527","3,371","4,059","5,055","3,626","1,672","262","2","26,971","26,971","1,717","2,270","1,332","2,375","3,275","3,314","4,710","4,068","3,014","880","16"
"경상북도 봉화군 (4792000000)","28,107","28,107","718","1,622","1,259","1,334","2,261","4,444","7,330","5,264","3,116","735","24","14,379","14,379","382","825","758","767","1,273","2,546","3,934","2,622","1,085","185","2","13,728","13,728","336","797","501","567","988","1,898","3,396","2,642","2,031","550","22"
"경상북도 울진군 (4793000000)","46,096","46,096","2,025","3,066","3,536","4,060","4,972","8,046","9,442","6,123","3,919","885","22","23,639","23,639","1,089","1,603","2,148","2,361","2,655","4,532","4,940","2,873","1,257","178","3","22,457","22,457","936","1,463","1,388","1,699","2,317","3,514","4,502","3,250","2,662","707","19"
"경상북도 울릉군 (4794000000)","8,756","8,756","234","413","633","779","1,053","1,748","2,050","1,195","537","112","2","4,936","4,936","115","207","425","505","641","1,077","1,129","601","201","35","0","3,820","3,820","119","206","208","274","412","671","921","594","336","77","2"
"경상남도  (4800000000)","3,196,632","3,196,632","172,928","312,221","281,418","341,230","468,600","575,621","553,075","321,376","142,996","26,653","514","1,612,493","1,612,493","88,947","161,942","158,873","183,515","241,730","293,903","277,897","150,598","49,626","5,406","56","1,584,139","1,584,139","83,981","150,279","122,545","157,715","226,870","281,718","275,178","170,778","93,370","21,247","458"
"경상남도 창원시 (4812000000)","986,759","986,759","55,683","94,627","95,365","118,677","149,050","175,484","168,111","91,072","33,203","5,398","89","499,172","499,172","28,480","49,053","54,111","64,391","77,102","87,283","82,562","42,681","12,353","1,147","9","487,587","487,587","27,203","45,574","41,254","54,286","71,948","88,201","85,549","48,391","20,850","4,251","80"
"경상남도 창원시 의창구 (4812100000)","208,424","208,424","11,930","19,000","20,891","25,758","30,475","37,693","37,429","18,106","6,066","1,059","17","106,007","106,007","6,119","9,795","11,875","13,969","15,746","18,520","18,774","8,795","2,202","209","3","102,417","102,417","5,811","9,205","9,016","11,789","14,729","19,173","18,655","9,311","3,864","850","14"
"경상남도 창원시 성산구 (4812300000)","245,920","245,920","15,642","23,800","27,550","36,276","36,671","45,874","40,916","14,287","4,123","769","12","125,493","125,493","7,923","12,391","15,737","19,799","18,627","21,486","20,681","7,176","1,525","148","0","120,427","120,427","7,719","11,409","11,813","16,477","18,044","24,388","20,235","7,111","2,598","621","12"
"경상남도 창원시 마산합포구 (4812500000)","174,767","174,767","9,149","15,260","14,564","18,317","25,444","28,131","31,328","22,051","9,029","1,468","26","86,437","86,437","4,709","7,854","8,099","9,658","13,407","14,283","14,857","9,946","3,288","334","2","88,330","88,330","4,440","7,406","6,465","8,659","12,037","13,848","16,471","12,105","5,741","1,134","24"
"경상남도 창원시 마산회원구 (4812700000)","174,485","174,485","8,184","15,933","15,361","17,991","24,830","31,555","31,844","20,389","7,393","992","13","86,807","86,807","4,193","8,310","8,479","9,643","12,829","15,829","15,197","9,212","2,904","209","2","87,678","87,678","3,991","7,623","6,882","8,348","12,001","15,726","16,647","11,177","4,489","783","11"
